Year,Area,River,run,escapement,areaID,runID,rivID
1976,ColRiver,Above Bonneville,Spring,14357,3,1,1
1977,ColRiver,Above Bonneville,Spring,14357,3,1,1
1978,ColRiver,Above Bonneville,Spring,14357,3,1,1
1979,ColRiver,Above Bonneville,Spring,14357,3,1,1
1980,ColRiver,Above Bonneville,Spring,14357,3,1,1
1981,ColRiver,Above Bonneville,Spring,26365,3,1,1
1982,ColRiver,Above Bonneville,Spring,26365,3,1,1
1983,ColRiver,Above Bonneville,Spring,26365,3,1,1
1984,ColRiver,Above Bonneville,Spring,26365,3,1,1
1985,ColRiver,Above Bonneville,Spring,26365,3,1,1
1986,ColRiver,Above Bonneville,Spring,38810,3,1,1
1987,ColRiver,Above Bonneville,Spring,38810,3,1,1
1988,ColRiver,Above Bonneville,Spring,38810,3,1,1
1989,ColRiver,Above Bonneville,Spring,38810,3,1,1
1990,ColRiver,Above Bonneville,Spring,38810,3,1,1
1991,ColRiver,Above Bonneville,Spring,21284,3,1,1
1992,ColRiver,Above Bonneville,Spring,21284,3,1,1
1993,ColRiver,Above Bonneville,Spring,21284,3,1,1
1994,ColRiver,Above Bonneville,Spring,21284,3,1,1
1995,ColRiver,Above Bonneville,Spring,21284,3,1,1
1996,ColRiver,Above Bonneville,Spring,9089,3,1,1
1997,ColRiver,Above Bonneville,Spring,50229,3,1,1
1998,ColRiver,Above Bonneville,Spring,17110,3,1,1
1999,ColRiver,Above Bonneville,Spring,10017,3,1,1
2000,ColRiver,Above Bonneville,Spring,51435,3,1,1
2001,ColRiver,Above Bonneville,Spring,222102,3,1,1
2002,ColRiver,Above Bonneville,Spring,117924,3,1,1
2003,ColRiver,Above Bonneville,Spring,100177,3,1,1
2004,ColRiver,Above Bonneville,Spring,91279,3,1,1
2005,ColRiver,Above Bonneville,Spring,49277,3,1,1
2006,ColRiver,Above Bonneville,Spring,41312,3,1,1
2007,ColRiver,Above Bonneville,Spring,41360,3,1,1
2008,ColRiver,Above Bonneville,Spring,94038,3,1,1
2009,ColRiver,Above Bonneville,Spring,83413,3,1,1
2010,ColRiver,Above Bonneville,Spring,149652,3,1,1
2011,ColRiver,Above Bonneville,Spring,115279,3,1,1
2012,ColRiver,Above Bonneville,Spring,95249,3,1,1
2013,ColRiver,Above Bonneville,Spring,52804,3,1,1
2014,ColRiver,Above Bonneville,Spring,106661,3,1,1
2015,ColRiver,Above Bonneville,Spring,133360,3,1,1
1971,ColRiver,Below Bonneville,Summer,19900,3,2,2
1972,ColRiver,Below Bonneville,Summer,19900,3,2,2
1973,ColRiver,Below Bonneville,Summer,19900,3,2,2
1974,ColRiver,Below Bonneville,Summer,19900,3,2,2
1975,ColRiver,Below Bonneville,Summer,19900,3,2,2
1976,ColRiver,Below Bonneville,Summer,25856,3,2,2
1977,ColRiver,Below Bonneville,Summer,25856,3,2,2
1978,ColRiver,Below Bonneville,Summer,25856,3,2,2
1979,ColRiver,Below Bonneville,Summer,25856,3,2,2
1980,ColRiver,Below Bonneville,Summer,25856,3,2,2
1981,ColRiver,Below Bonneville,Summer,18666,3,2,2
1982,ColRiver,Below Bonneville,Summer,18666,3,2,2
1983,ColRiver,Below Bonneville,Summer,18666,3,2,2
1984,ColRiver,Below Bonneville,Summer,18666,3,2,2
1985,ColRiver,Below Bonneville,Summer,18666,3,2,2
1986,ColRiver,Below Bonneville,Summer,6100,3,2,2
1987,ColRiver,Below Bonneville,Summer,6100,3,2,2
1988,ColRiver,Below Bonneville,Summer,6100,3,2,2
1989,ColRiver,Below Bonneville,Summer,6100,3,2,2
1990,ColRiver,Below Bonneville,Summer,6100,3,2,2
1991,ColRiver,Below Bonneville,Summer,11160,3,2,2
1992,ColRiver,Below Bonneville,Summer,11160,3,2,2
1993,ColRiver,Below Bonneville,Summer,11160,3,2,2
1994,ColRiver,Below Bonneville,Summer,11160,3,2,2
1995,ColRiver,Below Bonneville,Summer,11160,3,2,2
1996,ColRiver,Below Bonneville,Summer,9000,3,2,2
1997,ColRiver,Below Bonneville,Summer,13300,3,2,2
1998,ColRiver,Below Bonneville,Summer,5955,3,2,2
1999,ColRiver,Below Bonneville,Summer,17826,3,2,2
2000,ColRiver,Below Bonneville,Summer,10342,3,2,2
2001,ColRiver,Below Bonneville,Summer,41726,3,2,2
2002,ColRiver,Below Bonneville,Summer,75505,3,2,2
2003,ColRiver,Below Bonneville,Summer,84829,3,2,2
2004,ColRiver,Below Bonneville,Summer,83016,3,2,2
2005,ColRiver,Below Bonneville,Summer,36644,3,2,2
2006,ColRiver,Below Bonneville,Summer,11820,3,2,2
2007,ColRiver,Below Bonneville,Summer,8769,3,2,2
2008,ColRiver,Below Bonneville,Summer,36487,3,2,2
2009,ColRiver,Below Bonneville,Summer,17783,3,2,2
2010,ColRiver,Below Bonneville,Summer,50122,3,2,2
2011,ColRiver,Below Bonneville,Summer,27375,3,2,2
2012,ColRiver,Below Bonneville,Summer,31318,3,2,2
2013,ColRiver,Below Bonneville,Summer,26381,3,2,2
2014,ColRiver,Below Bonneville,Summer,40767,3,2,2
2015,ColRiver,Below Bonneville,Summer,19930,3,2,2
1971,ColRiver,Below Bonneville,Fall,92400,3,3,2
1972,ColRiver,Below Bonneville,Fall,92400,3,3,2
1973,ColRiver,Below Bonneville,Fall,92400,3,3,2
1974,ColRiver,Below Bonneville,Fall,92400,3,3,2
1975,ColRiver,Below Bonneville,Fall,92400,3,3,2
1976,ColRiver,Below Bonneville,Fall,81560,3,3,2
1977,ColRiver,Below Bonneville,Fall,81560,3,3,2
1978,ColRiver,Below Bonneville,Fall,81560,3,3,2
1979,ColRiver,Below Bonneville,Fall,81560,3,3,2
1980,ColRiver,Below Bonneville,Fall,81560,3,3,2
1981,ColRiver,Below Bonneville,Fall,74601,3,3,2
1982,ColRiver,Below Bonneville,Fall,74601,3,3,2
1983,ColRiver,Below Bonneville,Fall,74601,3,3,2
1984,ColRiver,Below Bonneville,Fall,74601,3,3,2
1985,ColRiver,Below Bonneville,Fall,74601,3,3,2
1986,ColRiver,Below Bonneville,Fall,87595,3,3,2
1987,ColRiver,Below Bonneville,Fall,87595,3,3,2
1988,ColRiver,Below Bonneville,Fall,87595,3,3,2
1989,ColRiver,Below Bonneville,Fall,87595,3,3,2
1990,ColRiver,Below Bonneville,Fall,87595,3,3,2
1991,ColRiver,Below Bonneville,Fall,47334,3,3,2
1992,ColRiver,Below Bonneville,Fall,47334,3,3,2
1993,ColRiver,Below Bonneville,Fall,47334,3,3,2
1994,ColRiver,Below Bonneville,Fall,47334,3,3,2
1995,ColRiver,Below Bonneville,Fall,47334,3,3,2
1996,ColRiver,Below Bonneville,Fall,66571,3,3,2
1997,ColRiver,Below Bonneville,Fall,47320,3,3,2
1998,ColRiver,Below Bonneville,Fall,39748,3,3,2
1999,ColRiver,Below Bonneville,Fall,31581,3,3,2
2000,ColRiver,Below Bonneville,Fall,22925,3,3,2
2001,ColRiver,Below Bonneville,Fall,82430,3,3,2
2002,ColRiver,Below Bonneville,Fall,130808,3,3,2
2003,ColRiver,Below Bonneville,Fall,131554,3,3,2
2004,ColRiver,Below Bonneville,Fall,83502,3,3,2
2005,ColRiver,Below Bonneville,Fall,58640,3,3,2
2006,ColRiver,Below Bonneville,Fall,42590,3,3,2
2007,ColRiver,Below Bonneville,Fall,25258,3,3,2
2008,ColRiver,Below Bonneville,Fall,48793,3,3,2
2009,ColRiver,Below Bonneville,Fall,55182,3,3,2
2010,ColRiver,Below Bonneville,Fall,74926,3,3,2
2011,ColRiver,Below Bonneville,Fall,76069,3,3,2
2012,ColRiver,Below Bonneville,Fall,51859,3,3,2
2013,ColRiver,Below Bonneville,Fall,74073,3,3,2
2014,ColRiver,Below Bonneville,Fall,72597,3,3,2
2015,ColRiver,Below Bonneville,Fall,72020,3,3,2
1971,ColRiver,Below Bonneville,Fall,29400,3,3,2
1972,ColRiver,Below Bonneville,Fall,29400,3,3,2
1973,ColRiver,Below Bonneville,Fall,29400,3,3,2
1974,ColRiver,Below Bonneville,Fall,29400,3,3,2
1975,ColRiver,Below Bonneville,Fall,29400,3,3,2
1976,ColRiver,Below Bonneville,Fall,13720,3,3,2
1977,ColRiver,Below Bonneville,Fall,13720,3,3,2
1978,ColRiver,Below Bonneville,Fall,13720,3,3,2
1979,ColRiver,Below Bonneville,Fall,13720,3,3,2
1980,ColRiver,Below Bonneville,Fall,13720,3,3,2
1981,ColRiver,Below Bonneville,Fall,12480,3,3,2
1982,ColRiver,Below Bonneville,Fall,12480,3,3,2
1983,ColRiver,Below Bonneville,Fall,12480,3,3,2
1984,ColRiver,Below Bonneville,Fall,12480,3,3,2
1985,ColRiver,Below Bonneville,Fall,12480,3,3,2
1986,ColRiver,Below Bonneville,Fall,18383,3,3,2
1987,ColRiver,Below Bonneville,Fall,18383,3,3,2
1988,ColRiver,Below Bonneville,Fall,18383,3,3,2
1989,ColRiver,Below Bonneville,Fall,18383,3,3,2
1990,ColRiver,Below Bonneville,Fall,18383,3,3,2
1991,ColRiver,Below Bonneville,Fall,10101,3,3,2
1992,ColRiver,Below Bonneville,Fall,10101,3,3,2
1993,ColRiver,Below Bonneville,Fall,10101,3,3,2
1994,ColRiver,Below Bonneville,Fall,10101,3,3,2
1995,ColRiver,Below Bonneville,Fall,10101,3,3,2
1996,ColRiver,Below Bonneville,Fall,13914,3,3,2
1997,ColRiver,Below Bonneville,Fall,11241,3,3,2
1998,ColRiver,Below Bonneville,Fall,6493,3,3,2
1999,ColRiver,Below Bonneville,Fall,3257,3,3,2
2000,ColRiver,Below Bonneville,Fall,9422,3,3,2
2001,ColRiver,Below Bonneville,Fall,13610,3,3,2
2002,ColRiver,Below Bonneville,Fall,19654,3,3,2
2003,ColRiver,Below Bonneville,Fall,17668,3,3,2
2004,ColRiver,Below Bonneville,Fall,16346,3,3,2
2005,ColRiver,Below Bonneville,Fall,11725,3,3,2
2006,ColRiver,Below Bonneville,Fall,12758,3,3,2
2007,ColRiver,Below Bonneville,Fall,3857,3,3,2
2008,ColRiver,Below Bonneville,Fall,6183,3,3,2
2009,ColRiver,Below Bonneville,Fall,6893,3,3,2
2010,ColRiver,Below Bonneville,Fall,10661,3,3,2
2011,ColRiver,Below Bonneville,Fall,10601,3,3,2
2012,ColRiver,Below Bonneville,Fall,9407,3,3,2
2013,ColRiver,Below Bonneville,Fall,18675,3,3,2
2014,ColRiver,Below Bonneville,Fall,22900,3,3,2
2015,ColRiver,Below Bonneville,Fall,12590,3,3,2
1971,ColRiver,BelowBonneville,Spring,67500,3,1,3
1972,ColRiver,BelowBonneville,Spring,67500,3,1,3
1973,ColRiver,BelowBonneville,Spring,67500,3,1,3
1974,ColRiver,BelowBonneville,Spring,67500,3,1,3
1975,ColRiver,BelowBonneville,Spring,67500,3,1,3
1976,ColRiver,BelowBonneville,Spring,83655,3,1,3
1977,ColRiver,BelowBonneville,Spring,83655,3,1,3
1978,ColRiver,BelowBonneville,Spring,83655,3,1,3
1979,ColRiver,BelowBonneville,Spring,83655,3,1,3
1980,ColRiver,BelowBonneville,Spring,83655,3,1,3
1981,ColRiver,BelowBonneville,Spring,94280,3,1,3
1982,ColRiver,BelowBonneville,Spring,94280,3,1,3
1983,ColRiver,BelowBonneville,Spring,94280,3,1,3
1984,ColRiver,BelowBonneville,Spring,94280,3,1,3
1985,ColRiver,BelowBonneville,Spring,94280,3,1,3
1986,ColRiver,BelowBonneville,Spring,117553,3,1,3
1987,ColRiver,BelowBonneville,Spring,117553,3,1,3
1988,ColRiver,BelowBonneville,Spring,117553,3,1,3
1989,ColRiver,BelowBonneville,Spring,117553,3,1,3
1990,ColRiver,BelowBonneville,Spring,117553,3,1,3
1991,ColRiver,BelowBonneville,Spring,75847,3,1,3
1992,ColRiver,BelowBonneville,Spring,75847,3,1,3
1993,ColRiver,BelowBonneville,Spring,75847,3,1,3
1994,ColRiver,BelowBonneville,Spring,75847,3,1,3
1995,ColRiver,BelowBonneville,Spring,75847,3,1,3
1996,ColRiver,BelowBonneville,Spring,44245,3,1,3
1997,ColRiver,BelowBonneville,Spring,53288,3,1,3
1998,ColRiver,BelowBonneville,Spring,62650,3,1,3
1999,ColRiver,BelowBonneville,Spring,73184,3,1,3
2000,ColRiver,BelowBonneville,Spring,71467,3,1,3
2001,ColRiver,BelowBonneville,Spring,94211,3,1,3
2002,ColRiver,BelowBonneville,Spring,158946,3,1,3
2003,ColRiver,BelowBonneville,Spring,169051,3,1,3
2004,ColRiver,BelowBonneville,Spring,207032,3,1,3
2005,ColRiver,BelowBonneville,Spring,95244,3,1,3
2006,ColRiver,BelowBonneville,Spring,99578,3,1,3
2007,ColRiver,BelowBonneville,Spring,72988,3,1,3
2008,ColRiver,BelowBonneville,Spring,45376,3,1,3
2009,ColRiver,BelowBonneville,Spring,58594,3,1,3
2010,ColRiver,BelowBonneville,Spring,127676,3,1,3
2011,ColRiver,BelowBonneville,Spring,88422,3,1,3
2012,ColRiver,BelowBonneville,Spring,88417,3,1,3
2013,ColRiver,BelowBonneville,Spring,72636,3,1,3
2014,ColRiver,BelowBonneville,Spring,76781,3,1,3
2015,ColRiver,BelowBonneville,Spring,137368,3,1,3
1978,WEAK,Chignik,summer,931.034,8,2,4
1979,WEAK,Chignik,summer,827.586,8,2,4
1980,WEAK,Chignik,summer,672.414,8,2,4
1981,WEAK,Chignik,summer,1448.28,8,2,4
1982,WEAK,Chignik,summer,2224.14,8,2,4
1983,WEAK,Chignik,summer,1758.62,8,2,4
1984,WEAK,Chignik,summer,5327.59,8,2,4
1985,WEAK,Chignik,summer,2896.55,8,2,4
1986,WEAK,Chignik,summer,3413.79,8,2,4
1987,WEAK,Chignik,summer,2379.31,8,2,4
1988,WEAK,Chignik,summer,4655.17,8,2,4
1989,WEAK,Chignik,summer,3103.45,8,2,4
1990,WEAK,Chignik,summer,4086.21,8,2,4
1991,WEAK,Chignik,summer,4344.83,8,2,4
1992,WEAK,Chignik,summer,3568.97,8,2,4
1993,WEAK,Chignik,summer,1603.45,8,2,4
1994,WEAK,Chignik,summer,2637.93,8,2,4
1995,WEAK,Chignik,summer,4034.48,8,2,4
1996,WEAK,Chignik,summer,3206.9,8,2,4
1980,SEAK,Cooper,summer,23030.3,7,2,6
1981,SEAK,Cooper,summer,18787.9,7,2,6
1982,SEAK,Cooper,summer,20000,7,2,6
1983,SEAK,Cooper,summer,21212.1,7,2,6
1984,SEAK,Cooper,summer,31515.2,7,2,6
1985,SEAK,Cooper,summer,8484.85,7,2,6
1986,SEAK,Cooper,summer,36969.7,7,2,6
1987,SEAK,Cooper,summer,27878.8,7,2,6
1988,SEAK,Cooper,summer,23030.3,7,2,6
1989,SEAK,Cooper,summer,46666.7,7,2,6
1990,SEAK,Cooper,summer,29090.9,7,2,6
1991,SEAK,Cooper,summer,27272.7,7,2,6
1992,SEAK,Cooper,summer,13939.4,7,2,6
1993,SEAK,Cooper,summer,17575.8,7,2,6
1994,SEAK,Cooper,summer,20000,7,2,6
1995,SEAK,Cooper,summer,13939.4,7,2,6
1996,SEAK,Cooper,summer,33333.3,7,2,6
1997,SEAK,Cooper,summer,50303,7,2,6
1998,SEAK,Cooper,summer,34545.5,7,2,6
1999,SEAK,Cooper,summer,16363.6,7,2,6
2000,SEAK,Cooper,summer,24242.4,7,2,6
2001,SEAK,Cooper,summer,28484.8,7,2,6
2002,SEAK,Cooper,summer,21212.1,7,2,6
2003,SEAK,Cooper,summer,33939.4,7,2,6
2004,SEAK,Cooper,summer,30909.1,7,2,6
2005,SEAK,Cooper,summer,21212.1,7,2,6
2006,SEAK,Cooper,summer,59393.9,7,2,6
2007,SEAK,Cooper,summer,34545.5,7,2,6
2008,SEAK,Cooper,summer,32727.3,7,2,6
2009,SEAK,Cooper,summer,27878.8,7,2,6
2010,SEAK,Cooper,summer,16363.6,7,2,6
1976,WACoast,GraysHarbor,Fall,600,4,3,7
1977,WACoast,GraysHarbor,Fall,600,4,3,7
1978,WACoast,GraysHarbor,Fall,600,4,3,7
1979,WACoast,GraysHarbor,Fall,600,4,3,7
1980,WACoast,GraysHarbor,Fall,600,4,3,7
1981,WACoast,GraysHarbor,Fall,924,4,3,7
1982,WACoast,GraysHarbor,Fall,924,4,3,7
1983,WACoast,GraysHarbor,Fall,924,4,3,7
1984,WACoast,GraysHarbor,Fall,924,4,3,7
1985,WACoast,GraysHarbor,Fall,924,4,3,7
1986,WACoast,GraysHarbor,Fall,1875,4,3,7
1987,WACoast,GraysHarbor,Fall,1875,4,3,7
1988,WACoast,GraysHarbor,Fall,1875,4,3,7
1989,WACoast,GraysHarbor,Fall,1875,4,3,7
1990,WACoast,GraysHarbor,Fall,1875,4,3,7
1991,WACoast,GraysHarbor,Fall,1566,4,3,7
1992,WACoast,GraysHarbor,Fall,1566,4,3,7
1993,WACoast,GraysHarbor,Fall,1566,4,3,7
1994,WACoast,GraysHarbor,Fall,1566,4,3,7
1995,WACoast,GraysHarbor,Fall,1566,4,3,7
1996,WACoast,GraysHarbor,Fall,4462,4,3,7
1997,WACoast,GraysHarbor,Fall,4460,4,3,7
1998,WACoast,GraysHarbor,Fall,2388,4,3,7
1999,WACoast,GraysHarbor,Fall,1285,4,3,7
2000,WACoast,GraysHarbor,Fall,3135,4,3,7
2001,WACoast,GraysHarbor,Fall,2860,4,3,7
2002,WACoast,GraysHarbor,Fall,2598,4,3,7
2003,WACoast,GraysHarbor,Fall,1904,4,3,7
2004,WACoast,GraysHarbor,Fall,5034,4,3,7
2005,WACoast,GraysHarbor,Fall,2129,4,3,7
2006,WACoast,GraysHarbor,Fall,2481,4,3,7
2007,WACoast,GraysHarbor,Fall,651,4,3,7
2008,WACoast,GraysHarbor,Fall,995,4,3,7
2009,WACoast,GraysHarbor,Fall,1132,4,3,7
2010,WACoast,GraysHarbor,Fall,3495,4,3,7
2011,WACoast,GraysHarbor,Fall,2563,4,3,7
2012,WACoast,GraysHarbor,Fall,878,4,3,7
2013,WACoast,GraysHarbor,Fall,2459,4,3,7
2014,WACoast,GraysHarbor,Fall,1583,4,3,7
2015,WACoast,GraysHarbor,Fall,1828.641026,4,3,7
1976,WACoast,Hoh,Spring/Summer,1040,4,2,8
1977,WACoast,Hoh,Spring/Summer,1040,4,2,8
1978,WACoast,Hoh,Spring/Summer,1040,4,2,8
1979,WACoast,Hoh,Spring/Summer,1040,4,2,8
1980,WACoast,Hoh,Spring/Summer,1040,4,2,8
1981,WACoast,Hoh,Spring/Summer,1481,4,2,8
1982,WACoast,Hoh,Spring/Summer,1481,4,2,8
1983,WACoast,Hoh,Spring/Summer,1481,4,2,8
1984,WACoast,Hoh,Spring/Summer,1481,4,2,8
1985,WACoast,Hoh,Spring/Summer,1481,4,2,8
1986,WACoast,Hoh,Spring/Summer,2863,4,2,8
1987,WACoast,Hoh,Spring/Summer,2863,4,2,8
1988,WACoast,Hoh,Spring/Summer,2863,4,2,8
1989,WACoast,Hoh,Spring/Summer,2863,4,2,8
1990,WACoast,Hoh,Spring/Summer,2863,4,2,8
1991,WACoast,Hoh,Spring/Summer,1268,4,2,8
1992,WACoast,Hoh,Spring/Summer,1268,4,2,8
1993,WACoast,Hoh,Spring/Summer,1268,4,2,8
1994,WACoast,Hoh,Spring/Summer,1268,4,2,8
1995,WACoast,Hoh,Spring/Summer,1268,4,2,8
1996,WACoast,Hoh,Spring/Summer,1387,4,2,8
1997,WACoast,Hoh,Spring/Summer,1826,4,2,8
1998,WACoast,Hoh,Spring/Summer,1287,4,2,8
1999,WACoast,Hoh,Spring/Summer,1027,4,2,8
2000,WACoast,Hoh,Spring/Summer,492,4,2,8
2001,WACoast,Hoh,Spring/Summer,1159,4,2,8
2002,WACoast,Hoh,Spring/Summer,2464,4,2,8
2003,WACoast,Hoh,Spring/Summer,1228,4,2,8
2004,WACoast,Hoh,Spring/Summer,1786,4,2,8
2005,WACoast,Hoh,Spring/Summer,1193,4,2,8
2006,WACoast,Hoh,Spring/Summer,904,4,2,8
2007,WACoast,Hoh,Spring/Summer,810,4,2,8
2008,WACoast,Hoh,Spring/Summer,671,4,2,8
2009,WACoast,Hoh,Spring/Summer,882,4,2,8
2010,WACoast,Hoh,Spring/Summer,828,4,2,8
2011,WACoast,Hoh,Spring/Summer,827,4,2,8
2012,WACoast,Hoh,Spring/Summer,916,4,2,8
2013,WACoast,Hoh,Spring/Summer,750,4,2,8
2014,WACoast,Hoh,Spring/Summer,744,4,2,8
2015,WACoast,Hoh,Spring/Summer,1070,4,2,8
1976,WACoast,Hoh,fall,2960,4,3,8
1977,WACoast,Hoh,fall,2960,4,3,8
1978,WACoast,Hoh,fall,2960,4,3,8
1979,WACoast,Hoh,fall,2960,4,3,8
1980,WACoast,Hoh,fall,2960,4,3,8
1981,WACoast,Hoh,fall,3684,4,3,8
1982,WACoast,Hoh,fall,3684,4,3,8
1983,WACoast,Hoh,fall,3684,4,3,8
1984,WACoast,Hoh,fall,3684,4,3,8
1985,WACoast,Hoh,fall,3684,4,3,8
1986,WACoast,Hoh,fall,6819,4,3,8
1987,WACoast,Hoh,fall,6819,4,3,8
1988,WACoast,Hoh,fall,6819,4,3,8
1989,WACoast,Hoh,fall,6819,4,3,8
1990,WACoast,Hoh,fall,6819,4,3,8
1991,WACoast,Hoh,fall,3590,4,3,8
1992,WACoast,Hoh,fall,3590,4,3,8
1993,WACoast,Hoh,fall,3590,4,3,8
1994,WACoast,Hoh,fall,3590,4,3,8
1995,WACoast,Hoh,fall,3590,4,3,8
1996,WACoast,Hoh,fall,4061,4,3,8
1997,WACoast,Hoh,fall,3034,4,3,8
1998,WACoast,Hoh,fall,5388,4,3,8
1999,WACoast,Hoh,fall,2941,4,3,8
2000,WACoast,Hoh,fall,2632,4,3,8
2001,WACoast,Hoh,fall,4116,4,3,8
2002,WACoast,Hoh,fall,5716,4,3,8
2003,WACoast,Hoh,fall,2345,4,3,8
2004,WACoast,Hoh,fall,4410,4,3,8
2005,WACoast,Hoh,fall,5323,4,3,8
2006,WACoast,Hoh,fall,2336,4,3,8
2007,WACoast,Hoh,fall,2427,4,3,8
2008,WACoast,Hoh,fall,3911,4,3,8
2009,WACoast,Hoh,fall,2747,4,3,8
2010,WACoast,Hoh,fall,3204,4,3,8
2011,WACoast,Hoh,fall,2163,4,3,8
2012,WACoast,Hoh,fall,2770,4,3,8
2013,WACoast,Hoh,fall,3287,4,3,8
2014,WACoast,Hoh,fall,2628,4,3,8
2015,WACoast,Hoh,fall,2095,4,3,8
1981,SalishSea,HoodCanal,Fall,10748,5,3,9
1982,SalishSea,HoodCanal,Fall,10748,5,3,9
1983,SalishSea,HoodCanal,Fall,10748,5,3,9
1984,SalishSea,HoodCanal,Fall,10748,5,3,9
1985,SalishSea,HoodCanal,Fall,10748,5,3,9
1986,SalishSea,HoodCanal,Fall,18783,5,3,9
1987,SalishSea,HoodCanal,Fall,18783,5,3,9
1988,SalishSea,HoodCanal,Fall,18783,5,3,9
1989,SalishSea,HoodCanal,Fall,18783,5,3,9
1990,SalishSea,HoodCanal,Fall,18783,5,3,9
1991,SalishSea,HoodCanal,Fall,7193,5,3,9
1992,SalishSea,HoodCanal,Fall,7193,5,3,9
1993,SalishSea,HoodCanal,Fall,7193,5,3,9
1994,SalishSea,HoodCanal,Fall,7193,5,3,9
1995,SalishSea,HoodCanal,Fall,7193,5,3,9
1996,SalishSea,HoodCanal,Fall,16207,5,3,9
1997,SalishSea,HoodCanal,Fall,16207,5,3,9
1998,SalishSea,HoodCanal,Fall,16207,5,3,9
1999,SalishSea,HoodCanal,Fall,16207,5,3,9
2000,SalishSea,HoodCanal,Fall,16207,5,3,9
2001,SalishSea,HoodCanal,Fall,35074,5,3,9
2002,SalishSea,HoodCanal,Fall,35074,5,3,9
2003,SalishSea,HoodCanal,Fall,35074,5,3,9
2004,SalishSea,HoodCanal,Fall,35074,5,3,9
2005,SalishSea,HoodCanal,Fall,35074,5,3,9
2006,SalishSea,HoodCanal,Fall,39162,5,3,9
2007,SalishSea,HoodCanal,Fall,32148,5,3,9
2008,SalishSea,HoodCanal,Fall,32344,5,3,9
2009,SalishSea,HoodCanal,Fall,37115,5,3,9
2010,SalishSea,HoodCanal,Fall,36716,5,3,9
2011,SalishSea,HoodCanal,Fall,51838,5,3,9
2012,SalishSea,HoodCanal,Fall,88577,5,3,9
2013,SalishSea,HoodCanal,Fall,70678,5,3,9
2014,SalishSea,HoodCanal,Fall,25020,5,3,9
1976,WEAK,Karluk,summer,6414.27,8,2,10
